Nro. IMNC,Nombre Insp.,Taller Insp.,Taller IMNC,Sec. Costo,Causa,Estado,Fecha IMNC,Fecha Disp.,Disposición,Fec.Cierre,Fec. Comp. Tareas,Prog OTG,SA IMNC,Cliente,Contrato,OTG Origen,OTP Origen,Agrupador OTP Origen,Operación,Desc. Operación,Taller de la Ope.,Doc. Cliente,Cod.Prov.,Proveedor,Nro. Parte,Nro. Serie,Desc.,Desc. Discrepancia.,Cód. Novedad,OTG Resolución,OTP Resolución,Agrupadora Resolución,Taller Ope ó Taller IMNC,Tecnologia Taller,Matricula / N° Plano
60347,Aioria,3788,3870,,,Cerrado en Disposición,04/01/2025,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,755675,390120.0,0,,,,,Goku,390-16800-409,20,"PUERTA DE TREN NARIZ, DELANTERA IZQ","Durante armado de puerta de tren de nariz ,delantera izq. P/N 390-16800-409, se observan c/u 11 tornillos PE21101-4  con avellanado fuera de tolerancia según diseño ,en unión de recubrimiento externo con charnelas P/N 390-16808-405 y P/N 390-16809-405",AGU-005,,,,3870,ARMADO,20 - 20
60348,Hyoga,3748,3748,,,Cerrado en Disposición,04/01/2025,06/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752270,0.0,40,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,3748.0,,,Goku,390-47301-001,N/S,"ANCLAJE , TRAVESANO, PTA CARGA, AL","El espesor de una de las paredes laterales de 3(±0.3) mm se encuentra sobre medida y fuera de tolerancia, tiene 3.46 mm",GYD-006,,,,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),19 - 19
60349,Hyoga,3748,3748,,,Vigente c/OTP,06/01/2025,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,750024,10.0,130,ALESAR SEGUN IPT-PAM-0085.,5135.0,,,Goku,390-47765-401_MF,N/S,HINGE,"PIEZA 1: La rugosidad superficial en la perforación de diámetro 53.976 mm se encuentra fuera de tolerancia, tiene 2.71µm",PAM-011,41932805.0,758478.0,60349.0,5135,MECANICA CONVENCIONAL,18 - 18
60350,Kanon,3768,403,,,Cerrado en Disposición,06/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756743,15.0,45,"CONTORNEADO Y PERFORADO CON DISPOSITIVO 13C.
QUITAR OREJAS DE FIJACION AL UTILLAJE.
RETIRAR EL EXCESO DE CONTORNO Y REBABAR DE ACUERDO CON NE03-051 (NPF/PAM/008)
LIMPIAR EL MATERIAL DE ACUERDO CON NE40-012. (NPF/PRE/029 E IOP/PRE/0054)
",405.0,,,Goku,390-57216-401_MF,23-25,"CONJUNTO RETEN, FIJO, CARENADO FLAP","Según PI 390-57216-401_MF REV C referencia 4 distancia de centro e agujero al borde 10.1 +- 0.8 mm , miden en las piezas entre 11.1 a 11.6 mm . Cotas fuera de tolerancia . Ver observaciones marcadas sobre las piezas .",AGU-009,,,,405,CHAPA,23 - 25
60351,Kanon,3768,403,,,Cerrado en Disposición,06/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756744,15.0,45,"CONTORNEADO Y PERFORADO CON DISPOSITIVO 13C.
QUITAR OREJAS DE FIJACION AL UTILLAJE.
RETIRAR EL EXCESO DE CONTORNO Y REBABAR DE ACUERDO CON NE03-051 (NPF/PAM/008)
LIMPIAR EL MATERIAL DE ACUERDO CON NE40-012. (NPF/PRE/029 E IOP/PRE/0054)
",405.0,,,Goku,390-57216-402_MF,22-24,"RETAINER ASSY,FIXED FAIRING 3,FLAP,","Según PI 390-57216-401_MF REV C referencia 4 distancia de centro e agujero al borde 10.1 +- 0.8 mm , miden en las piezas entre 11.1 a 11.4 mm . Cotas fuera de tolerancia . Ver observaciones marcadas sobre las piezas .",AGU-009,,,,405,CHAPA,22 - 24
60352,Hyoga,3748,3748,,,Cerrado,06/01/2025,08/01/2025,,09/01/2025,09/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756212,0.0,40,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,9320.0,,,Goku,390-57715-402_MF,N/S,"HINGE LATERAL 1,RH",Sobre el radio de la aleta posterior de 2 (±0.2) mm  presenta entrada de herramienta quedando el espesor en dicho sector en 1.76 mm,PAM-003,41932805.0,758466.0,60352.0,9320,CONTROL DE CALIDAD,22 - 22
60353,Kraken Isaak,9451,9001,,,Cerrado en Disposición,06/01/2025,06/01/2025,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300013,0.0,0,,,,,Goku,CA7755A/CA7755BE,,PRIMER EPOXY BASE,"LOG, Lata ingresa con presencias de golpes y perdida de contenido. ver adjunto.",LOG-002,,,,9001,,0 - 0
60354,Kraken Isaak,9451,9001,,,Cerrado en Disposición,06/01/2025,06/01/2025,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300013,0.0,0,,,,,Goku,CA7755A/CA7755BE,,PRIMER EPOXY BASE,"LOG, Latas ingresan con presencias de golpes, Sin  perdida de contenido. ver adjunto.",LOG-002,,,,9001,,0 - 0
60355,Hyoga,3748,3748,,,Vigente c/OTP,06/01/2025,10/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,749484,0.0,15,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.
MECANIZAR DENTADO SEGUN IPT-PAM-0819.
IDENTIFICAR CON ETIQUETA COLGANTE SEGUN IPT-PAM-0492 METODO K.
",310.0,,,Goku,390-47760-001,N/S,"GANCHO, DEL - PTA CARGA, AC","Pieza N°1 presenta el espesor del nervio central 4(±0.4) mm bajo medida y fuera de tolerancia, tiene entre 3.47 y 3.55 mm
Ambas piezas presentan el dentado muy profundo 0.03 mm fuera de tolerancia.",GYD-007,41932804.0,758626.0,60355.0,310,CONTROL NUMÉRICO,18 - 18
60356,Aioros,3788,203,,,Datos básicos,06/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754150,390820.0,0,,,,,Goku,390-56902-407,20-20,CARENADO DE FLAP #2 FIJO,"Perforaciones de CARENADO FLAP #2 FIJO 390-57259-405_MF provisto a línea de armado poseen diámetro 6 mm y según diseño solicita 5,1 mm máximo, CU 20 perforaciones",AGU-006,,,,203,MATERIAL COMPUESTO,20 - 20
60357,Ikki,3728,3870,,,Cerrado,06/01/2025,07/01/2025,,09/01/2025,09/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754155,390820.0,0,,,,,Goku,390-56902-408,20-20,CARENADO DE FLAP #2 FIJO,En posicionamiento de Carenado de Flap Fijo 2 Der. 390-57295-406_MF en utillaje de armado se observa C/U 2 Pin pasa no pasa con interferencia. Ver anexo,ADE-003,41933820.0,758178.0,60357.0,3870,ARMADO,20 - 20
60358,Hyoga,3748,3748,,,Vigente c/OTP,07/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756201,0.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.

REGISTRAR DIAMETRO ESCARIADO 9.525 H7 MIN = __________ MAX = __________ MM

REGISTRAR DIAMETRO ESCARIADO 12.7 H7 MIN = __________ MAX = __________ MM
.",310.0,,,Goku,390-57316-402_MF,N/S,"HINGE LATERAL 2,RH","El espesor de la pared superior 2(±0.2) se encuentra bajo medida y fuera de tolerancia, tiene entre1.57 y 1.75 mm mm",GYD-007,41932805.0,758516.0,60358.0,310,CONTROL NUMÉRICO,22 - 22
60359,Hyoga,3748,3748,,,Vigente c/OTP,07/01/2025,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752168,0.0,40,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,3748.0,,,Goku,390-57260-002_MF,N/S,"COSTILLA,CARENA MOVIL 2,FLAP-DER",EL NERVIO POSTERIOR PRESENTA UNA ENTRADA DE HERRAMIENTA  DE 0.6 MM DE PROFUNDIDAD Y 17 mm DE LARGO.,PAM-003,41932805.0,758477.0,60359.0,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),22 - 22
60360,Hyoga,3748,3748,,,Cerrado,07/01/2025,08/01/2025,,09/01/2025,09/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756214,0.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.
ALESAR POR CNC SEGÚN IPT-PAM-0967. REGISTRAR DIAMETRO MIN - MAX = __________ - __________ MM
",310.0,,,Goku,390-57716-402_MF,N/S,"HINGE LATERAL 2,RH","En aleta posterior de 2(±0.2) en sector aledaño al radio Presenta una entrada de herramienta dejando espesor bajo medida y fuera de tolerancia, tiene 1.27 mm",PAM-003,41932805.0,758467.0,60360.0,310,CONTROL NUMÉRICO,22 - 22
60361,Aioros,3788,1209,,,Vigente c/OTP,07/01/2025,07/01/2025,,,,Tiger I,Tiger I,Jamir,Tiger I,42100201,745781,0.0,0,,,PT 2020/100100,,Goku,100B--110850A05B,1-1,FLAP CONTRATOMA 2,FLAP CONTRATOMA 2 100B-110850A05B se observa c/u 1 perforación con escaso margen al borde para instalación de tuerca anclada. ver QA 22 5230,AGU-009,42100281.0,758188.0,60361.0,1209,,1 - 1
60362,Hyoga,3748,3748,,,Cerrado,07/01/2025,08/01/2025,,10/01/2025,10/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752165,0.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.
IDENTIFICAR CON ETIQUETA COLGANTE SEGUN IPT-PAM-0492 METODO K.
IDENTIFICAR PIEZAS SEGUN CROQUIS CNC LADO 3
",310.0,,,Goku,390-57260-001_MF,N/S,"COSTILLA,CARENA MOVIL 2,FLAP-IZQ","EL NERVIO POSTERIOR PRESENTA UNA ENTRADA DE HERRAMIENTA DE 0.75 mm DE PROFUNDIDAD, 8 mm DE LARGO Y 3.2 DE ANCHO.",PAM-003,41932805.0,758476.0,60362.0,310,CONTROL NUMÉRICO,22 - 22
60363,Hades,3979,3870,,,Datos básicos,07/01/2025,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754152,390820.0,0,,,,,Goku,390-56904-407,20-20,CARENADO DE FLAP #4 FIJO,"SHIM,FIBER GLASS SOLID LAMINATE PE13116-10 solicita 105 mm de largo y pieza tiene 27 mm",GYD-009,,,,3870,ARMADO,20 - 20
60364,Aioros,3788,203,,,Vigente c/disposición de CRP/CRM,07/01/2025,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754152,390820.0,0,,,,,Goku,390-56904-407,20-20,CARENADO DE FLAP #4 FIJO,"SUPLEMENTO CARENADO DE FLAP 4 FIJO 390-04271-001 no acompaña linea de forma,",GYD-014,,,,203,MATERIAL COMPUESTO,20 - 20
60365,Aioros,3788,203,,,Vigente c/disposición de CRP/CRM,07/01/2025,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754152,390820.0,0,,,,,Goku,390-56904-407,20-20,CARENADO DE FLAP #4 FIJO,"SUPLEMENTO CARENADO DE FLAP 4 FIJO 390-04272-001 no acompana linea de forma,",GYD-001,,,,203,MATERIAL COMPUESTO,20 - 20
60366,Mu,3758,3748,,,Vigente c/disposición de CRP/CRM,07/01/2025,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,751371,10.0,35,"INSPECCIONAR SEGUN PLAN DE INSPECCION.
",9320.0,,,Goku,390-47663-001,20-21,"GUSSET,FRINTERC",En 2 piezas  los extremos de espesor 1.6 +/- 0.2  miden 1.35mm y en las mismas no se concluyo el preperforado ni el rebabado.,GYD-007,,,,9320,CONTROL DE CALIDAD,20 - 21
60367,Aioros,3788,3870,,,Cerrado en Disposición,07/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,755676,390120.0,0,,,,,Goku,390-16800-410,20-20,"PUERTA DE TREN NARIZ, DELANTERA DER","Durante armado de puerta de tren de nariz ,delantera der. P/N 390-16800-410, se observan c/u 2 tornillos PE21101-4  con avellanado fuera de tolerancia según diseño",AGU-005,,,,3870,ARMADO,20 - 20
60368,Ikki,3728,3870,,,Cerrado,07/01/2025,08/01/2025,,09/01/2025,08/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753236,390920.0,0,,,,,Goku,390-57410-410,20-20,SPOILER 2 DERECHO,En armado de SPOILER 2 DERECHO se observa C/U 2 perforaciones fuera de tolerancia en Panel de Spoiler 390-57412-404_MF para instalación de remache HST315BJ6. Ver anexo.,AGU-008,41933820.0,758344.0,60368.0,3870,ARMADO,20 - 20
60369,Kanon,3768,416,,,Vigente c/disposición de CRP/CRM,07/01/2025,10/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752832,0.0,75,"REALIZAR PROCESO DE SHOT PEENING A LA PIEZA (LADO 2) Y VERIFICACION FINAL CON PROBETA ALMEN S/NE40-072 (NPF/PAM/027, IOP/PRE/0284, IOP/PRE/0285).                                                                                                                                                                                                                         GRANALLA: CW-32                                                                                                                                                                                                                                                            INTENSIDAD ALMEN:  0.006A - 0.010A                                                                                                                                                                                                                                              RECETA: KC390-0020",416.0,,,Goku,390-57514-405_MF,S/N,"CHARNELA CENTRAL, IZQ-SPOILER 3","En operación de Shot peening falto proteger 2 agujeros tolerados ø 27.025 y 22.225 según lo indica IPT-PRE -0254 , quedando la rugosidad interior en Ra 3.97 y según PI 390-57514-405_MF no debe superar los Ra 3.2 . 
En un área de aprox. 30*30 mm la rugosidad en la pieza mide Ra 9.74 y no debería superar los Ra 6.8 , el resto de la pieza mide Ra 4.55 .",TTS-017,,,,416,PROCESO QUIMÍCO,20 - 20
60370,Ikki,3728,3870,,,Cerrado en Disposición,08/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754393,390120.0,0,,,,,Goku,391-58682-404,20-20,"PUERTA POSTERIOR, RH, CJTO NLGD","En armado de PUERTA POSTERIOR, RH, CJTO NLGD 391-58682-404 se observa C/U 2 avellanados fuera de tolerancia para instalación de Tornillos PE21101-4. Ver detalle en anexo",AGU-005,,,,3870,ARMADO,20 - 20
60371,Camus,3758,3870,,,Vigente c/OTP,08/01/2025,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753228,390920.0,50,"INSPECCION DIMENSIONAL DE ACUERDO A:
PI 390-57410-409 PI rev / 

REGISTRAR NUMERO DE ID DEL EQUIPO DE MEDICION.........................................................

REGISTRAR FECHA DE VENCIMIENTO DE LA CALIBRACION .........................................................

",0.0,,,Goku,390-57410-409,20-20,SPOILER 2 IZQUIERDO,"Característica 7 de PI 390-57410-409 PI REV / se encuentra fuera de tolerancia, se adjunta informe de medición.",GYD-015,41933820.0,758431.0,60371.0,3870,ARMADO,20 - 20
60372,Shiryu,3758,3758,,,Cerrado,08/01/2025,08/01/2025,,08/01/2025,08/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752847,0.0,135,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN,9320.0,,,Goku,390-57614-406_MF,19-19,"CHARNELA CENTRAL,DER-SPOILER 4","Entre la pestaña de buje PE64046H18-023-047SC y plano de apoyo se observa un gap de 0.10 mm. Tambien, el torque sin carga posterior al montaje de rotulas es de 0.01 Nm.",ADE-004,41932805.0,758453.0,60372.0,9320,CONTROL DE CALIDAD,19 - 19
60373,Ikki,3728,3870,,,Vigente c/OTP,08/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933021,755164,390621.0,0,,,,,Goku,395-11502-413_MF1,21-21,"VIGA, BAHIA ELEC. 2","En armado de CONJUNTO VIGA, BAHIA ELEC. 2 395-11502-413_MF1 se observa imposibilidad de montar Soporte PN PE29051Z-3 CU 1 por accesibilidad. Ver detalle en anexo. Nota cd anterior 202042628 - imnc 46134 - 46623 - 48414 - 50433 - 51892-  53127- 56543- 59300",ADE-003,41933821.0,758471.0,60373.0,3870,ARMADO,21 - 21
60374,Mu,3758,3758,,,Cerrado en Disposición,08/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752572,0.0,25,INSPECCIONAR SEGUN PLAN DE INSPECCIÓN.,9230.0,,,Goku,390-56940-003,21-21,"INSERT-FLANGED,MOVABLE FAIR,FLAP,ST",Las 8 piezas presentan la Referencia 4 de PI fuera de tolerancia. Informes adjuntos a las piezas por parte de proveedor. Las piezas con novedad están indicadas como 2-3-7-10-12-20-29-30,AGU-006,,,,9230,CONTROL DE CALIDAD,21 - 21
60375,Shiryu,3758,3748,,,Vigente c/OTP,08/01/2025,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,746775,47719.0,35,"ENDEREZAR POR FLAP PEENING (PEEN FORMING) SEGÚN IPT-PAM-0402. CONTROLAR PLANITUD SOBRE MÁRMOL. LUZ MÁXIMA ADMISIBLE = 0.6 MM. REGISTRAR EL VALOR DE LA MAYOR DEFORMACIÓN = __________ MM
",301.0,,,Goku,390-47728-001_MF,19-20,"INTERCOSTAL,STR4,AF29 AF30-CARGO DO",En op 35 (endrezado) se observan que ambas piezas presentan marcas y golpes en zonas indicadas. Ver imagenes y piezas adjuntas.,PAM-005,41932804.0,758507.0,60375.0,301,MECANICA CONVENCIONAL,19 - 20
60376,Ikki,3728,3870,,,Vigente c/OTP,08/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754151,390820.0,0,,,,,Goku,390-56903-407,20-20,CARENADO DE FLAP #3 FIJO,En armado de CARENADO DE FLAP #3 FIJO 390-56903-407 se observa C/U 2 marcas de herramienta al realizar perforado de coordinación zona de unión Costilla 390-56933-001 con Carenado 390-56926-405. Ver detalle en anexo,ADE-011,41933820.0,758472.0,60376.0,3870,ARMADO,20 - 20
60377,Camus,3758,3870,,,Cerrado en Disposición,08/01/2025,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753236,390920.0,50,"INSPECCION DIMENSIONAL DE ACUERDO A:
PI 390-57410-410 PI rev / 

REGISTRAR NUMERO DE ID DEL EQUIPO DE MEDICION.........................................................

REGISTRAR FECHA DE VENCIMIENTO DE LA CALIBRACION .........................................................


",0.0,,,Goku,390-57410-410,20-20,SPOILER 2 DERECHO,Característica 7 de PI 390-57410-410 REV / se encuentra fuera de tolerancia; se adjunta informe de medición.,GYD-015,,,,3870,ARMADO,20 - 20
60378,Shiryu,3758,3748,,,Vigente c/OTP,08/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41942123,735280,0.0,100,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN,9320.0,,,Goku,390-57614-404,0-0,"CHARNELA CENTRAL,DER-SPOILER 4",Entre la pestaña del buje PE64046H18-023-047SC y el plano de apoyo se observa un gap de hasta 0.20 mm. tambien los Ø de los bujes se encuentran bajo medida de hasta 0.029 mm. (falta alesado),ADE-004,41932903.0,758515.0,60378.0,9320,CONTROL DE CALIDAD,0 - 0
60379,Seiya,3768,403,,,Vigente c/OTP,09/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,757438,15.0,35,"PERFILAR EN FRÍO EN CONDICION "" W ""DENTRO DE LOS 10 MIN DE HABER RETIRADO LA PIEZA DE LA CÁMARA FRIGORÍFICA DE ACUERDO CON NE03-076 E IOP/PAM/0002  . VER IPT/PAM/0515
REGISTRAR: (TIEMPO TRANSCURRIDO ENTRE EL RETIRO DE LA PIEZA DE LA CAMARA FRIGORIFICA Y EL CONFORMADO .................. )

NOTA:
EN CASO DE PIEZAS CON OREJAS O SOBREMATERIAL
CORTAR SEGÚN LO INDICADO CON LINEAS DE TRAZOS EN IPT/PAM/0515.
RETIRAR EL EXCESO DE CONTORNO Y REBABAR DE ACUERDO CON NE03-051 (NPF/PAM/008)
CALIBRAR SEGÚN NECESIDAD S/IOP/PAM/0004.
LIMPIAR EL MATERIAL DE ACUERDO CON NE40-012. (NPF/PRE/029 E IOP/PRE/0054

",404.0,,,Goku,390-14697-407_MF,21-21,"PERFIL OMEGA,BAHIA ELEC. 2,AL",Se observa que las REF 12 y 19 se encuentran fuera de tolerancia. ver Pi adjunto.,GYD-004,41932805.0,758618.0,60379.0,404,CHAPA,21 - 21
60380,Aioros,3788,3870,,,Vigente c/OTP,09/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753238,390920.0,0,,,,,Goku,390-57610-410,20-20,SPOILER 4 DERECHO,PANEL DE SPOILER 4 DER  390-57612-404_MF se observa perforación ovalizada para tornillo PE21101-4,AGU-008,41933820.0,758486.0,60380.0,3870,ARMADO,20 - 20
60381,Kanon,3768,411,,,Vigente c/OTP,09/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41942224,755438,0.0,115,"APLICACAR DE LA PINTURA POLIURETÁNICA GRIS PN:656-58-6293/X-503-(26293) SEGÚN NE 40-274 (NPF/PIN/027) E IOP-PIN-0002.

NOTA 1: FILTRAR LA PINTURA ANTES DE SU APLICACIÓN 	
			
NOTA 2: APLICAR SEGÚN  IOP-PIN-0003 SOLAMENTE EN CARA EXTERNA.	
		
NOTA 3: EL TIEMPO MÁXIMO PARA EVITAR LA REACTIVACIÓN DE LA SUPERFICIE ES DE 24 HORAS. NOTA 4: ACOMPAÑAR TODAS LAS ETAPAS PROCESALES CON UNA PROBETA DE ALUMINIO 2024 T3 PARA MEDICIÓN DE ESPESOR. LA PROBETA CONFECCIONADA DURANTE EL PROCESO DE PINTURA, DEBE UBICARSE EN UNA ZONA REPRESENTATIVA DEL MISMO. IDENTIFICAR LA PROBETA CON NRO DE NCOT Y PN DE LA PIEZA, VER IOP/PIN/0016	

- PRESIÓN DE ATOMIZACIÓN (30-50 PSI)	
	
- ESPESOR (50 A 75 µm)	
		
- SECADO: 8 HORAS A 25 ± 2 °C Y 55 ± 5 % HR, ASEGURARSE UN ADECUADO FLUJO DE AIRE ALREDEDOR DE LA PIEZA DENTRO DE LA CABINA DE SECADO.                                                                                      - SECADO ACELERADO: DEJAR LA MEZCLA UN TIEMPO DE INDUCCIÓN DE 30 MINUTOS. APLICAR PINTURA EN LA PIEZA S/LAS CONDICIONES DESCRIPTAS Y LUEGO SECAR 1 HORA A 24 °C Y POSTERIORMENTE 2 HORAS A 49 °C.            

COMPLETAR FORMULARIO IOP-PIN-0020-1
                                                                                                   SI LAS CONDICIONES DE SECADO NO SE PUEDEN CUMPLIR, NO REALIZAR LA OPERACIÓN. COMUNICAR LA NOVEDAD AL JEFE DEL ÁREA OPERATIVA Y A ING. DE PROCESOS.
",411.0,,,Goku,390-44664-403-505,0-0,PANEL,"IT solicita pintura poliuretanica gris semibrillante  PN 656-58-6293/X-503(26293) con un brillo entre 15-45 GU . En la pieza el brillo medido promedio es de 11.3 GU . 
Fuera de tolerancia . 
NCOT 755438   CAT  93 EM 00 .",PIN-007,41942924.0,758619.0,60381.0,411,PINTURA DE PARTES,0 - 0
60382,Hyoga,3748,3748,,,Cerrado,09/01/2025,10/01/2025,,11/01/2025,11/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,753432,0.0,10,"EMBALAR PARA ENVÍO A PROVEEDOR EXTERNO SEGÚN NPF/LOG/008. COMPLETAR FORMULARIO DE SOLICITUD DE ENVÍO DE MATERIALES SEGUN NPF/LOG/022. ORDEN DE COMPRA = ____________________ NRO. REMITO = ____________________

ENVIAR MATERIAL A PROVEEDOR EXTERNO PARA REALIZAR TRABAJOS. ADJUNTAR LA SIGUIENTE DOCUMENTACION 
(1) DEFINICION DE PRODUCTO ( MODELO DIGITAL )
(2) NORMAS Y PROCEDIMIENTOS APLICABLES.
TODA LA DEMAS DOCUMENTACIÓN ADJUNTA A ÉSTE IT DEBE PERMANECER EN EL SECTOR DE EXPEDICIÓN/RECEPCIÓN, HASTA EL RETORNO DE LA PIEZA SEMI-ELABORADA, PARA CONTINUAR SU FABRICACIÓN.

TRABAJO A REALIZAR POR PROVEEDOR: MECANIZADO CNC - DESMARCADO
*** NO BORRAR MARCAS DE HERRAMIENTA ***

IDENTIFICAR CON ETIQUETA COLGANTE SEGUN IPT-PAM-0492 METODO K.
APLICAR ACEITE ANTICORROSIVO EN ALOJAMIENTOS CON METAL EXPUESTO.
",9450.0,,,Goku,390-57315-401_MF,N/S,"HINGE LATERAL 1,LH",Ref 6; 8 y 11 se encuentran fuera de tolerancias. ver informe adjunto.,GYD-006,41932804.0,758605.0,60382.0,9450,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),23 - 23
60383,Aioros,3788,3870,,,Cerrado,09/01/2025,09/01/2025,,10/01/2025,10/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753230,390920.0,0,,,,,Goku,390-57510-409,20-20,SPOILER 3 IZQUIERDO,PANEL DE SPOILER 3 DER  390-57512-403_MF posee C/U 2 perforaciones ovalizadas para HST315BJ6,AGU-008,41933820.0,758487.0,60383.0,3870,ARMADO,20 - 20
60384,Kanon,3768,403,,,Vigente c/OTP,09/01/2025,10/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,750647,0.0,5,"REGISTRAR NUMERO DE RASTREO SEGUN IPT-PAM-0010.
CONTROLAR CONDUCTIVIDAD ELECTRICA SEGUN IOP-PRE-0186 E IPT-PAM-0010. REGISTRAR % IACS ( 46,0 - 51,0 ) = ______________

VERIFICAR CORTE DEL MATERIAL SEGUN IPT-PAM-0138 (PAG.5).",3768.0,,,Goku,390-47417-001_MF,20-20,RECUBRIMIENTO TRASERO IZQUIERDO,"Material provisto chapa AL 2524-0 CL - 051221-1-1 CM 95352839148 ( DATOS REGISTRADOS EN IT ) , presentan marcas , rayas y golpes .
Ver observaciones indicadas en las chapas provistas pabellón 31 .",PAM-005,41932805.0,758620.0,60384.0,3768,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),20 - 20
60385,Mu,3758,3748,,,Cerrado en Disposición,09/01/2025,10/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932804,753199,59651.0,40,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,3748.0,PT 2019/419361,,Goku,390-47425-401_MF,18-18,"COVER,ACCESS",Referencias 7 y 8 de PI se encuentran fuera de tolerancia. Informe adjunto,GYD-015,,,,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),18 - 18
60386,Aioros,3788,1209,,,Interviene CRP/CRM,09/01/2025,,,,,Tiger I,Tiger I,Jamir,Tiger I,42100206,753148,45.0,0,,,PT 2020/100100,,Goku,100B--241000A00F,1-1,CUPULA ARMADA,"Imposibilidad de montar utilaje de perforado debido a interferencia con piezas 100B-241122A00C, 100B-241115A00C y 100B-241116A00C ya pegadas zona posterior de cúpula. ver imagen",ADE-003,,,,1209,,1 - 1
